id,saleprice
2658,132654.7055555646
2718,182634.54280999917
2414,231929.0745067211
1989,102026.8686909742
625,167365.94735380853
333,100545.51323648129
1327,111711.34560110379
858,146456.78858738634
95,185475.36788586434
1568,160076.81255049614
2482,156160.91818627872
1364,114843.51592391422
2584,146517.88810119175
818,263470.6945137152
2673,155445.51740437176
2089,125041.49386719194
1297,155127.1176240533
790,116271.18399821784
2616,196562.7063734513
720,209471.62534093123
222,141559.39616812972
557,122224.1339283934
1148,184428.19728915568
2766,169148.64102324218
534,178390.7889910456
1452,119390.01650297294
630,150696.41081650474
2648,129220.25764657279
125,151936.38819417014
1904,55723.52106884061
1670,108267.995051454
756,105737.7829888486
717,235800.97700852112
1032,161338.8214766915
852,206386.30877322276
1731,198884.40544914058
2639,131811.83612460946
2071,72274.32799267776
1267,107739.86707734401
1851,188690.62099007817
567,170401.73327083947
2439,208605.01317738107
1898,142973.6697811353
647,163043.09212139348
2256,223619.3084198293
979,108574.16837879844
1444,217455.19416639835
2485,121582.76888420011
157,114523.37339653497
88,127161.51953930224
2003,113261.42537247177
186,207171.9135525734
1425,250376.594082691
2695,126994.77647829923
738,105452.50493963863
395,146875.3057743853
1353,156202.60225608156
1878,156338.42263890727
390,164132.56831274883
1456,232207.976815118
1103,316815.155442051
1387,146381.22622348135
2070,144601.88842914515
1199,174976.69643556792
2479,170702.08649665103
501,298259.8191347033
2362,98880.41660370416
1718,210189.58721570013
2188,83374.37501557582
1483,156369.3984959217
2557,79672.52329010254
437,363905.26957288454
2224,207443.72345490355
1628,170745.81359831258
397,119135.53071866735
587,202493.8105183841
971,146538.83518078952
2611,145723.67244228948
1887,77255.27166580327
2399,381914.80937557854
2148,194958.72389258438
304,126694.15587203365
1997,134595.261312683
2817,128118.80376327795
1431,206463.95714330827
427,330442.8888920742
263,116356.30196177741
598,192715.54293056007
2895,240755.40531191236
687,146271.5445454877
1822,130050.11859045729
2191,110612.51958948871
179,104976.19043311328
1009,221915.06108820887
2010,121878.71357391165
1991,142847.12029685534
1411,188244.80135865678
1721,241584.5732555454
1144,182244.2761872256
593,223629.92610048596
575,322058.997876466
1249,166721.97347092713
1604,126337.93953645538
1064,490527.97443805815
1923,153312.02264732032
1988,93264.73569511328
2325,174112.54925326075
114,206800.24791411258
2700,180290.41909887842
217,151067.6490190544
343,186724.4484606443
386,230528.74802173566
2005,117395.63122846567
2908,130273.53672563413
1814,255085.94305603078
2446,511536.2114129203
208,138955.1117889083
1679,111719.96119446846
822,352077.1745714315
6,189724.58625701297
1781,445708.2361113708
2397,326277.05688865075
2340,309240.6629745689
1618,168028.63765961773
2843,146810.62522185993
1061,380827.26030215714
2786,116997.7162168786
1935,127601.86725657622
1341,120845.94913509727
521,278356.55365789146
2136,132491.49594418306
996,198287.70443902226
