id,saleprice
2658,130963.82595851144
2718,177181.41859491842
2414,230214.2521172476
1989,98014.14888030964
625,169316.79424082764
333,98391.6777051634
1327,110282.4802303471
858,149320.12585677885
95,181146.77234708192
1568,157651.73246938377
2482,152492.87586193427
1364,113686.44237715683
2584,144685.3623652148
818,276130.60298492725
2673,153128.48754179772
2089,128615.33448053224
1297,153841.54529700856
790,113073.22227571056
2616,200609.7477172773
720,209332.58426154088
222,143379.26629386144
557,118657.47273756805
1148,181364.0739429933
2766,165882.0044001737
534,175089.6703731615
1452,116468.65076926592
630,147989.18501875873
2648,140233.89190674375
125,156296.6658517294
1904,42372.20868234626
1670,106352.37703453178
756,105975.29419991869
717,232781.98287359762
1032,163704.37567378455
852,206511.34027572893
1731,204569.48330941208
2639,119197.28013782622
2071,70549.98153845058
1267,108336.29094788631
1851,186073.3875505995
567,176059.52920360622
2439,204684.06794573858
1898,145660.629729046
647,168303.493226881
2256,220818.38865252293
979,107903.46660394405
1444,218690.4747196958
2485,118682.85151004586
157,108980.2678560569
88,122956.7703200983
2003,112100.97546232324
186,207484.44564079813
1425,252672.47048752962
2695,130987.82366292377
738,102482.69976594843
395,143871.64028305822
1353,162868.09959038888
1878,153487.65661860586
390,166318.22168506274
1456,227775.95817525283
1103,317748.328992189
1387,147333.01114359702
2070,142131.99230774606
1199,177514.88257922645
2479,167525.85690484833
501,296928.8615612537
2362,99323.44784733397
1718,214674.6260044293
2188,110402.45277324646
1483,158662.343115066
2557,87890.60595540228
437,363134.34022150317
2224,206942.11386615888
1628,174531.51823274864
397,120056.98377898941
587,201831.25219746408
971,147735.25983754505
2611,148327.04778223802
1887,71330.57985388034
2399,373022.1923178239
2148,197314.5103452002
304,124194.45417585353
1997,137123.0084759717
2817,126625.86858481597
1431,203179.52227576147
427,326990.76733063883
263,112131.99459526688
598,190987.79427513306
2895,252511.94158115046
687,144116.84500113898
1822,133382.36470920153
2191,110391.37505728738
179,103974.39703707982
1009,221946.23631695117
2010,118982.31282956728
1991,141260.5338157959
1411,193346.35038810247
1721,248178.8233636004
1144,178329.98331452443
593,222694.42669780302
575,309912.0137754915
1249,166356.39643465154
1604,121201.65479308032
1064,486490.1074890854
1923,151425.8711775104
1988,97556.23771009617
2325,177867.59632668493
114,204339.51164616056
2700,178270.33947973425
217,158806.04315007848
343,186500.66497256272
386,229616.52906647453
2005,113087.90852631498
2908,127259.77370508456
1814,252654.30331053812
2446,520394.63045281323
208,141914.1146493676
1679,111647.75838634529
822,340158.15503334376
6,194510.25048365843
1781,439313.26835004694
2397,314991.0912516038
2340,322370.2870640721
1618,164007.46819926365
2843,149233.44524240194
1061,376637.0573625709
2786,113043.43979311173
1935,129768.00483212911
1341,116273.99236287612
521,288757.71019339707
2136,134993.054716615
996,194816.47478597827
227,135970.37744818232
135,184752.99200687712
1167,163375.77295464883
294,216714.26858704266
1776,204452.96510645133
540,173836.78038633862
1717,230832.98531467008
2303,118087.08090718213
116,186257.9388864881
127,137855.3118584026
1371,133202.20735368715
1014,177498.40639327365
1507,78864.99408307925
702,146346.54787528675
750,146231.10337351132
261,140600.7604731799
1559,65470.79967365392
577,211683.3376360301
2812,192788.60849846966
2080,163277.76378736415
1368,101032.90353959658
2376,124685.36474206913
659,97297.91900582006
1235,131652.8952810588
332,81906.01994717013
1917,143335.05677779464
2094,236513.549142608
1460,266792.582474291
1471,217074.64613078174
1509,119693.183940964
1922,128644.7747698222
433,495501.3756029814
460,292951.9906261039
1116,247871.36593747605
1137,170259.47022570026
53,168947.8566033503
2354,275560.6045625698
1475,191259.34000972522
1761,541933.5574709863
842,133380.6388076981
2739,198765.57560191222
2509,157195.04228865777
1007,201212.32404650905
2610,182351.6646821067
1952,77514.80667764468
2719,182222.6866517282
2921,99016.88353336908
1966,136088.7206745391
292,120682.60457130865
1204,200582.41430106488
1829,240958.17581385205
2419,198154.54992167454
391,146625.3091922283
798,110186.76300464637
481,197580.92124271643
193,205215.55488593492
555,109930.09554730241
899,69393.297319829
2357,182507.73600774995
328,130910.47238523982
1356,94368.75702856536
1154,103785.14221048041
1730,185829.65659165775
2249,142609.77331680869
1119,301187.08395224076
2856,147021.80494034442
1394,136531.9278046769
2587,103003.06234947518
61,301277.2078439733
2661,188549.65291985485
2711,124425.97537560736
1147,183081.52674849558
757,134519.7200295027
2623,77557.46138087974
2378,134584.05963138113
1413,138970.3174091222
1722,237932.22822032915
1112,210475.01978382264
1623,192939.48992432494
1201,193788.5085938216
1513,127862.80249942452
957,439447.57896433014
1171,304166.38819386647
1145,197139.92202440868
2726,234470.97514889113
703,141479.08960138017
760,113215.17186755678
1964,136354.18750459567
2512,187310.67744703204
159,149196.37928383026
1281,172431.93214487287
468,182346.13401990026
290,108836.9088612174
665,78977.82176916755
1463,258885.2273209259
1792,208813.90303957276
923,152474.30200759773
500,256961.95899362295
1408,178835.3564078543
331,74229.059444797
170,158700.1719939439
2192,102768.52488000508
2571,341236.67982783203
2314,177632.12398321443
2647,75443.47590287036
422,413254.8410711633
2457,367095.0835680031
1838,205323.17241979355
2805,271281.1799223064
1645,154333.5939563436
1711,302210.95137234346
2825,241643.7527500347
322,328617.73688151443
2103,280315.19464791444
342,116366.77440353762
600,118005.83505916224
488,174339.43866146397
1725,342576.75677746185
2246,319242.4971191583
2847,156958.3528252836
806,251973.75163747798
530,223619.83446366934
963,193041.01247300633
2678,110224.23134263585
171,86745.59195968602
2401,437686.56880581856
805,224858.37592481618
2259,236122.9689845627
1748,179755.88432305364
1361,142113.38880422356
1677,126664.0142471774
1406,158298.32214257205
2322,250751.2147729791
688,151567.65688883304
143,142010.61937941538
804,211955.4779096003
1214,164074.15311480997
2828,166867.56345301933
1999,213785.43152388374
2467,199941.77745885323
2665,162258.60615553326
1538,328789.115200223
398,115996.41907202914
2822,146192.54836969357
2157,149626.85905636282
1856,194674.0599414924
1269,83315.53750656138
2570,118733.34285279515
2320,234595.88938251746
1517,113204.22683398277
2304,112483.19006634539
1312,85266.08986294383
2012,123903.8262591501
506,241807.55596150857
2865,195153.84825327975
2367,111790.68622221384
554,71623.91418220488
238,133079.82883765356
1954,96563.11667382625
2488,124795.18250059642
2291,92434.87886394198
1969,71469.50775924146
2725,172020.85589150825
1482,155312.32479399748
2763,204231.2366755133
503,248550.40793390904
1584,264403.9970041895
1531,149397.03083990997
2210,163082.95148726733
459,362740.6716957749
556,122909.55160319913
1347,147516.52211833384
1290,67749.34461956604
1388,95723.44883670638
1571,351010.4747096124
2754,212493.349260689
765,149270.32290682528
2494,122348.98684796097
2870,208220.90570971044
7,218635.5352493363
1114,234828.68715232363
2418,298006.5678988969
291,147877.74192410632
18,376655.0795124412
39,399807.3245286676
1001,245762.3061663066
2442,233046.70953624626
616,127927.53629682415
2680,42695.9610232305
1414,116425.57569617631
289,148810.15947497266
40,267702.4296791527
860,133657.88682105148
409,131111.34004441096
673,158543.3559160049
2427,190362.43961299083
2036,213662.34136320636
2564,142421.61902923815
642,181333.21672413975
1008,183534.73815006323
1908,161999.10762319822
2519,214693.60751349374
1369,75551.66557768815
2855,165200.83974258343
712,80729.52437505407
1943,117737.0970829429
1958,132420.84216288698
107,187230.95391226164
2295,232258.2050778171
704,91202.84894770052
676,122175.73850767851
259,178712.98575886074
93,285629.93945208687
106,246231.2345258392
2315,178029.34161813572
1050,100300.52946884342
1095,214721.46615689536
2709,161484.18918175471
758,163511.4178255073
1496,155879.54300382725
2370,122351.1709001016
2458,312557.1537743566
2733,146721.0041472596
161,259175.8768631885
726,154653.1828062523
845,204446.90748877072
947,257939.02607520204
2232,93657.3283980163
2563,131912.8042490961
2299,172290.070974256
211,68319.09534834087
605,157327.35756996652
1478,204241.44404431226
2247,299287.96485977917
2274,235289.91223236013
2869,207194.31227966712
967,207550.93087862554
2656,132215.60513251077
667,208872.6226414672
1042,123660.19309231768
2023,149306.16300711644
2447,390907.876175503
2055,119752.19766871263
2275,286447.8774398947
2204,166028.33013875948
1563,288886.29325395793
483,225174.0256448458
796,133920.41239123562
1526,143090.3040914445
2042,165453.08796025984
442,350573.5447804469
1693,328124.60104755603
1468,218103.05794622417
1430,178054.90116863878
2605,175386.48058482123
1529,201197.3361238119
335,145880.87238330103
1287,119911.40473545887
31,107814.87680805082
1785,296376.0557024977
82,147669.79944659272
2620,152518.0185475096
252,175939.81368395235
721,60347.15259717323
2165,185666.05289206406
2316,182414.9893624135
775,131710.5033861838
1558,118014.74341120796
17,222306.99288976204
1022,243909.836564341
925,114976.13663887081
438,275115.0769120844
1270,146431.74836502143
1272,109841.5215521771
215,147803.95769539542
266,221384.65724895563
2402,290506.14498699125
1250,120948.23571891415
1984,132693.47482476433
1279,136342.6861739208
377,260320.76248151992
1252,124744.39747920638
2156,275411.0011729986
499,323383.87383799
1374,122170.95290566268
2898,249902.06908592992
401,114863.96772061329
2721,163972.35679995938
2078,240634.19055345684
2589,107507.48353681553
1946,247691.61593204713
1334,112426.99213427556
2781,219664.25962621078
431,428363.37063929794
576,221405.65680267796
1474,206255.7043679545
2254,145538.1591151203
2155,321606.51375839615
885,97823.78238494303
643,127099.23056530238
1944,117083.31120062147
480,199777.75987864903
2845,107632.30966135328
2387,325125.0397238107
2407,226655.16614035278
2527,161908.6130406951
2514,147988.62505613238
629,162392.85086043907
80,212772.88513767804
1876,143067.51389032896
1546,110006.44816110516
2518,160989.13872419368
2347,162344.90693141436
783,223626.2816023798
1322,108804.58401061116
194,76064.46686790303
1770,275261.73376355565
2143,141318.9274591399
1229,230122.98492349364
511,285738.5169418067
46,248083.29505045505
1348,164914.7263088806
2465,198384.85895293785
387,235659.68849821744
873,223351.27393871674
1918,110923.44688986099
2764,254986.2542065581
2184,106548.89950743408
934,146325.7891110312
1920,126465.5378256089
2631,146858.8713553897
1768,553078.6926491396
2040,116295.91696083397
1749,220650.89248395915
834,240411.8237065918
1457,226748.19782674866
79,117407.37407220872
2302,116886.54577502473
1817,139603.45369225575
2755,239571.07685318077
359,174124.33152642165
2059,102835.2355695699
2092,242070.8644875578
2516,228553.98589939927
150,96439.55498137798
1656,151843.1654934482
83,88317.32039116418
2411,188741.78606438896
795,61341.316476684035
2312,231705.02960796203
2917,99209.59635089617
1624,181133.6483936049
2215,290251.97680794995
1211,154359.89996350178
1485,160506.5146308301
1024,189570.5570362788
570,194100.36351374732
2874,139569.3782898971
700,155615.0514959016
2756,222871.1255906799
2022,176379.63024346178
583,238587.45625945838
2392,383571.14272186067
2424,190017.5896120931
212,116162.34728596063
736,112774.36690021129
1610,186885.74951542408
890,128499.11584287355
467,169902.7585760102
578,231005.66935771628
1747,197312.602984064
1149,153060.46341017436
2758,267541.3454738665
857,116114.32086126099
2219,268419.13094514515
733,82912.16893175182
2909,118543.83382114416
1798,254487.84800625854
235,160033.0985747248
2366,137435.73335184655
1027,120764.40701743592
1195,123831.14425802612
1303,77662.53650215427
148,179676.57797724762
608,164512.11291791702
2515,202472.4440504978
821,269493.77139482775
2500,272138.7246773306
745,99900.77853929334
741,121528.07586927674
1611,167134.14807205345
2532,122797.48544860826
1081,230021.90297529183
1692,434231.54938974616
2520,209618.14995573388
276,100856.48286051948
1992,134212.48181326396
663,78906.27926824104
418,126247.50373228788
1733,198080.07618455365
2359,148802.36971363638
253,175926.63376414418
1518,191615.5806527991
2035,142910.68162555303
2919,83600.86490659625
1540,216267.3166043068
2120,143069.02239829523
1674,168993.64990973895
256,131827.76354193495
2361,91817.66921916444
978,87238.03108149797
2280,131004.98634213526
2095,226592.2573311992
1709,328702.5326964961
2801,254352.17915873468
1246,101988.53098554593
2373,100645.98648837762
1055,305897.1396951405
2017,118318.93346091764
1099,279722.7675028797
1344,57170.016121251116
835,214850.17079159315
1117,226941.66898931327
