id,saleprice
2658,-299723.0189543824
2718,-62812.44313261927
2414,21475.839274319296
1989,-123049.27773625862
625,-20901.957967710856
333,-120069.15602055563
1327,-117446.66676751719
858,-28573.654354451297
95,-171491.15798933542
1568,-69843.02075856405
2482,-64061.54160864632
1364,-132242.59313592396
2584,25092.122057201836
818,-82416.20724523984
2673,-82598.81092654614
2089,-89763.81042382901
1297,-51591.21583182248
790,-59011.3457108936
2616,-29309.370158537175
720,6937.817737574718
222,-107985.10475475583
557,-98143.55299607333
1148,21069.361305024213
2766,198495.08640899934
534,-111384.31743998904
1452,-135787.1788152448
630,-71164.6732958693
2648,-190867.7739396565
125,-97474.63299964093
1904,-136045.86255052412
1670,-107500.47894152487
756,-52795.8855837193
717,-177966.4830312177
1032,-3664.1343245553144
852,-74582.93173334103
1731,-79686.06251651316
2639,-113875.27169742167
2071,-59475.68937287862
1267,-77342.5603545035
1851,-99151.26434767804
567,-177767.47676270362
2439,-45612.898433825394
1898,-117086.88785781804
647,-8642.33352619913
2256,-99891.63998624106
979,-245404.30300936228
1444,-54004.70287133049
2485,-42831.43894716095
157,-118768.15716596507
88,-17296.960542914385
2003,-96724.69503133194
186,-141201.27602191918
1425,-145407.2209906996
2695,-126450.72544229584
738,-52252.432400228296
395,-121033.9150731944
1353,-1447.2568075805757
1878,-36956.9637695273
390,-14893.682380467348
1456,-66588.18622972797
1103,-61723.57639725688
1387,-5874.038789095575
2070,3341.722147541019
1199,-9664.432244419368
2479,-63791.44249646476
501,-60114.51416353273
2362,-125666.22051163879
1718,-130935.10144482415
2188,-180864.59374033753
1483,-142546.50561384676
2557,-113713.97068300977
437,17183.84352322847
2224,129831.73601815983
1628,-42287.902533273314
397,-54698.629959432
587,24597.667298605607
971,140093.31486512837
2611,-78267.22024249747
1887,-37893.49939798581
2399,-50545.805232819985
2148,-45446.844795486075
304,-120545.6597889896
1997,-176748.64583847226
2817,-84351.77832454297
1431,-101678.82779758493
427,-48973.85945869093
263,-98308.65033018455
598,24523.526812483848
2895,-75504.18738844286
687,-30063.611058599505
1822,-157497.62166058418
2191,-125000.3360522837
179,-158340.43252897612
1009,-66424.34166158279
2010,-177958.8224870777
1991,-19338.45335870319
1411,-49994.11501933218
1721,-156389.0648138001
1144,-46279.176350249356
593,-28948.321608846934
575,-85109.68462205552
1249,103462.60881514073
1604,-72638.3185201473
1064,-232712.00001109904
1923,-34075.087414975016
1988,-213329.42432228866
2325,-96919.71492787026
114,58320.259470455814
2700,-55131.274558926976
217,-66202.8037086618
343,-36178.50210836966
386,-113392.78556410619
2005,-20587.49595835134
2908,-51802.62337529713
1814,-30298.681711709607
2446,92662.64378007533
208,-151909.29144716973
1679,-180161.46443026102
822,-73843.29358064049
6,-73448.8875939834
1781,-44401.31852689659
2397,-115949.54258392745
2340,-65128.313378820676
1618,-72089.04775971675
2843,18367.459332195212
1061,-75620.03300691309
2786,-60351.22686981928
1935,-96415.37335930625
1341,-198039.43790039376
521,-130700.18638103401
2136,-89580.46092991815
996,-83238.3070352196
227,-8447.54624536178
135,-171170.30680699708
1167,-190261.31363824743
294,-80731.0827643562
1776,-71631.52740690265
540,-88082.62785062357
1717,-105318.9642591872
2303,-29356.909297945807
116,-85627.98205083463
127,-122549.71240893654
1371,-137233.94479025473
1014,356349.1918924623
1507,-202504.84592970123
702,-79053.12992791372
750,-133060.95705668145
261,-66242.00808341854
1559,-87980.4227026332
577,25073.96734947071
2812,-51858.37879333545
2080,-15289.360607906026
1368,-212867.91800969036
2376,-13742.921579591915
659,-146756.84164654964
1235,-41865.23708304048
332,-180411.5737973398
1917,-59191.59372287903
2094,667.3606520542235
1460,-96302.07724544079
1471,3645.5449796248286
1509,-87782.686635951
1922,-98255.39094322192
433,-25761.825714457475
460,-135508.4815119943
1116,-89833.42386577405
1137,-34717.15925161702
53,-202442.5946419508
2354,-69602.80759764033
1475,-93071.82445164867
1761,-296155.8681033256
842,-80113.94568180019
2739,-49453.97879868066
2509,-142025.2273980729
1007,9955.19005689479
2610,-47999.68916053738
1952,-115781.65116617843
2719,-99232.05255717138
2921,-137646.93375082916
1966,-47109.816198928864
292,-48969.33630404154
1204,-59006.633016277934
1829,27617.030127616803
2419,-56423.4266190253
391,15686.414824195861
798,29935.599372013006
481,-52541.56227561481
193,-171464.9278656335
555,36666.526136432396
899,-83156.26788902827
2357,-75811.09578272153
328,-71516.13286289928
1356,-64368.59559092097
1154,-66398.5672535196
1730,-34276.55090575683
2249,-82281.5879013613
1119,-151884.67649744253
2856,-12454.597165100917
1394,41231.19633838284
2587,-41570.74671856259
61,-73206.42894765301
2661,-201750.62087492098
