id,saleprice
2658,-262957.78012087924
2718,-84472.6696219746
2414,68743.77984159393
1989,-99010.03394075265
625,-28620.081615050338
333,-158104.04191435885
1327,-121161.9751421078
858,-19482.154859986666
95,-217609.15012555878
1568,-76395.17323160247
2482,-76758.83588559658
1364,-148921.62685753833
2584,31519.053799763176
818,-113164.08047914077
2673,-43019.29710296517
2089,-92644.12353962236
1297,-59389.8301048069
790,-60824.506253734464
2616,-30409.656453072617
720,45052.08422224637
222,-123862.76085692263
557,-110126.73647404023
1148,7712.553936389828
2766,293998.8121505733
534,-121458.16149765516
1452,-149354.83592892496
630,-60084.87484198525
2648,-172845.773660779
125,-106703.66251892736
1904,-61713.47296214916
1670,-118197.41828754776
756,-87431.41040753
717,-202935.93908589397
1032,9149.498900234074
852,-77357.33544598264
1731,-68759.17939646222
2639,-107394.27993318353
2071,-26455.392326618414
1267,-74260.1706934587
1851,-117375.15968258728
567,-216074.94892629748
2439,-42517.55689004244
1898,-130530.74388774807
647,19130.70581943568
2256,-134409.94737667218
979,-190039.8338879142
1444,-46169.58662945063
2485,-50558.344256407174
157,-139680.8662557218
88,-26378.17519849165
2003,-68240.31792028027
186,-162247.3618880196
1425,-167822.11717234208
2695,-142624.20643101647
738,-74962.76320543206
395,-132809.05159926193
1353,-12099.026993549996
1878,-40647.55692885106
390,-4943.00669807673
1456,-69280.06826168392
1103,-64657.25367714293
1387,6174.542725126506
2070,25275.175508324843
1199,8636.364620845838
2479,-76693.04328940288
501,-86119.06518988153
2362,-26740.726236928123
1718,-164858.9066549231
2188,-97880.45579869617
1483,-168111.6760621584
2557,-134113.55107641392
437,75703.67468491031
2224,199070.9869477424
1628,-37948.62428593781
397,-57060.08814695754
587,61692.04004097034
971,222933.27914412343
2611,-81420.20946908864
1887,-36149.8171508948
2399,-36329.78302976754
2148,-55701.09627391708
304,-130973.18418626733
1997,-210932.98012473257
2817,-89417.33831537978
1431,-90320.59934116896
427,-57432.82310935736
263,-108116.90235788183
598,58470.70841305176
2895,-67893.41084260624
687,-54042.43003074682
1822,-170394.8737929448
2191,-82333.19114271786
179,-149893.74875247
1009,-92318.75058452871
2010,-169126.75142516755
1991,-26330.320529470468
1411,-59054.597051911725
1721,-198378.14103477483
1144,-49211.95564880868
593,-29437.108602944558
575,-77681.46623003697
1249,126754.78511131639
1604,-79119.67642861136
1064,-243173.69597393885
1923,-23440.821507997098
1988,-138677.4418913628
2325,-111087.50602841753
114,104413.2803050775
2700,-70842.56486402205
217,29618.129170431814
343,-41345.840703110836
386,-140598.3752806969
2005,1199.8294187196007
2908,95068.96107252914
1814,3846.7529747889203
2446,197858.5617506022
208,-185156.16458200838
1679,-231176.96375324042
822,-79445.29380311271
6,-75340.70754535244
1781,-47061.617509252654
2397,-132194.58531454875
2340,-79370.84598120625
1618,-48090.40607805029
2843,-27249.84905806383
1061,-80073.37575791636
2786,-55452.150011145895
1935,-93840.66565754503
1341,-196199.79399352125
521,-137561.13918351172
2136,-94774.23337220213
996,-86034.02242587884
227,-6802.41714495694
135,-169460.42771049423
1167,-237079.46684146556
294,-92518.25782350023
1776,-77759.83050770007
540,-79689.5253827284
1717,-138089.58184141852
2303,-11609.23193191069
116,-89528.81035487125
127,-131710.4475538649
1371,-142217.22223880087
1014,510931.190990463
1507,-111205.22094907264
702,-110826.35136375678
750,-122132.19291607312
261,-61936.39813825694
1559,-59655.83207579473
577,45131.751587524166
2812,-42913.28162507573
2080,-16374.886662308127
1368,-140928.30435455867
2376,-11978.482828890672
659,-120132.75680806852
1235,-48929.64586616133
332,-120499.12560016771
1917,-54418.78219060169
2094,5804.9952474773745
1460,-118316.80004958814
1471,25944.82599153978
1509,-74337.6985845682
1922,-101117.22533524707
433,-30387.56135916445
460,-172651.03369443998
1116,-101208.40588733261
1137,-9361.718828986894
53,-249868.6074449717
2354,-81472.23312458923
1475,-98631.49159434208
1761,-327503.927496152
842,-84701.64572500571
2739,-60831.93975080339
2509,-184142.11205868825
1007,17735.224749485642
2610,-49363.93010300069
1952,-110833.30664371385
2719,-129009.24597314729
2921,-177459.6154142545
1966,-54537.84171865255
292,42700.84974257817
1204,-70844.91316650806
1829,59716.806481054926
2419,-59112.40546897255
391,18762.554361351766
798,35022.267939875135
481,-53573.85957856272
193,-193683.10825247254
555,41920.88443988931
899,-72380.75838691085
2357,-85222.11635842526
328,-100347.71243023791
1356,-62643.03026696956
1154,-83808.99782231431
1730,-31986.980640650523
2249,-90654.4145594275
1119,-174935.03459126945
2856,-9682.489888895216
1394,70391.77025478557
2587,-46006.2037188877
61,-63380.823226938024
2661,-209222.75237747794
2711,-39372.26000111243
1147,-107315.20324985393
757,-221225.9773289577
2623,-56227.75558975525
2378,-146368.7119166038
1413,-113499.8493471196
1722,-134896.96854214362
1112,-101763.69803889396
1623,-87084.15446473815
1201,-101173.55457189842
