id,saleprice
2658,132216.20001955575
2718,182825.4729462234
2414,229963.64322520618
1989,102210.14013224035
625,167760.07763331657
333,100092.05506602966
1327,112122.76307562963
858,146888.87910829068
95,185351.09633953896
1568,160055.93631811027
2482,156847.25261766557
1364,114742.52602187794
2584,146201.16174183466
818,263447.4936699525
2673,155792.69397699056
2089,125551.72343291933
1297,155159.34550165728
790,115856.94649489167
2616,196266.79374376577
720,208613.69769082722
222,142093.39165593867
557,122810.74878828556
1148,185125.2636841887
2766,168983.91992497252
534,179415.4999807293
1452,119641.43432576719
630,150953.6440263712
2648,128718.83662621962
125,152566.27819134246
1904,56026.788646052766
1670,109178.20018489924
756,106054.07717469253
717,235942.70285992237
1032,161177.93619890235
852,207899.05126637506
1731,197525.45866603986
2639,132379.40851310888
2071,72942.14366424212
1267,107960.0409707865
1851,189605.0042968502
567,169377.51426404004
2439,208812.81203848985
1898,143207.217019743
647,163658.45924369458
2256,224315.81922089186
979,108513.51467171757
1444,218020.75775835363
2485,121551.4096738064
157,114825.99875136546
88,126932.60880527523
2003,112831.73797288875
186,205369.7163650678
1425,251687.03441461318
2695,126993.0366618069
738,105734.66922573847
395,147402.78909736374
1353,154692.2309301068
1878,156787.30686115517
390,163439.18232180734
1456,232459.56794257826
1103,317182.5048142853
1387,146465.07196219653
2070,145220.3969127532
1199,173676.41182143003
2479,170686.87985650776
501,299459.0429875378
2362,98799.32583116881
1718,210730.3898522626
2188,83790.22280010661
1483,157730.65007264135
2557,81249.28545021467
437,364333.29423479986
2224,207940.5783508048
1628,171239.36086213816
397,119206.66874945359
587,202791.00700877584
971,146134.53475392138
2611,145394.36385389627
1887,76908.98319728776
2399,382371.92142416874
2148,196278.2748078476
304,126904.09606679092
1997,135163.85043731538
2817,127952.0548307146
1431,206843.57324074843
427,329677.57808349014
263,116611.62980719199
598,192861.37439110383
2895,240605.2197963975
687,145925.9080357455
1822,130292.15882431777
2191,111182.08204115093
179,104433.26070730435
1009,222462.49936456096
2010,121620.67953992268
1991,142576.22370777777
1411,188063.55837633708
1721,242155.81066223263
1144,182340.18629106568
593,223082.86066340288
575,323029.48035684694
1249,166807.37027124435
1604,126066.2233938655
1064,489738.86684982624
1923,152705.1874174636
1988,93187.17001963373
2325,175077.5678217929
114,206890.95197832442
2700,180027.5152200144
217,151288.17081578847
343,186731.86482688395
386,230575.70358144882
2005,117446.89565255138
2908,130884.02970087503
1814,255343.44940751116
2446,509853.01994912856
208,138798.95481119474
1679,111850.20597538211
822,353204.24531088304
6,190905.0103633526
1781,444184.09009306075
2397,325063.1417354717
2340,309406.4999947601
1618,168367.43680175013
2843,147020.03963538317
1061,381230.69410236354
2786,116907.92292138468
1935,127228.8663711648
1341,121980.84630950283
521,279539.43910331576
2136,133422.69778273563
996,198493.26015964767
227,140640.60283634427
135,183325.99502635832
1167,162753.35945373488
294,211070.95893080847
1776,204252.8254378075
540,177824.03541258228
1717,221970.10916544672
2303,123659.91996198957
116,189042.1821324401
127,135520.08670921694
1371,132786.2441736985
1014,179150.38864563947
1507,82141.79722194545
702,144840.87884761064
750,144699.92098415268
261,138128.9666180215
1559,80414.66377906341
577,215882.69659557875
2812,197054.89713887783
2080,164011.86885108307
1368,102170.6671797041
2376,129264.05380283555
659,95482.27056531455
1235,127449.40670565277
332,81281.77633019336
